,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Longitude,Latitude,zone_ID
1365,,,,,,,,,,10.0,,,-75.84656,40.86159,4
1366,,,,,,,,,,2.0,,,-77.82543,39.62143,15
1367,,,,,,,,,,2.0,,,-77.82332,39.61849,15
1368,,,,,,,,,,2.0,,,-77.82329,39.67185,15
1369,,,,,,,,,,2.0,,,-77.80145,39.68185,15
1370,,,,,,,,,,1.0,,,-74.087431,40.690025,7
1371,,,,,,,6.0,,,,,,-74.1263,40.7205,7
1372,,,,,,,,,,80.0,,,-79.027061,37.016375,13
1373,,,,,,,,,,80.0,,,-79.027061,37.016375,14
1374,,,,,,,,,,9.0,,,-77.073839,36.423222,13
1375,,,,,,,,,,2.0,,,-88.06491,41.076,17
1376,,,,,,,,,,2.0,,,-88.66696,41.96455,17
1377,,,,,,,,,,1.5,,,-74.65676,40.18933,7
1378,,,,,,,,,6.1,,,,-74.1656,40.9026,7
1379,,,,,,,,,,1.1,,,-76.894882,38.911287,1
1380,,,,,,,,,,,130.0,,-85.113149,40.360533,22
1381,,,,,,,,,,3.3,,,-79.647108,40.216382,15
1382,,,,,,,,,,19.9,,,-76.744034,38.007488,13
1383,,,,,,,,,,2.3,,,-74.023243,40.172415,11
1384,,,,,,,1.3,,,,,,-75.62208,39.75787,9
1385,,,,,,,1.5,,,,,,-74.070335,40.77536,7
1386,,,,,,,2.0,,,,,,-74.07224,40.77853,7
1387,,,,,,,2.5,,,,,,-74.07591,40.77782,7
1388,,,,,,,2.6,,,,,,-74.50348,40.63251,11
1389,,,,,,,,,,80.0,,,-77.57,36.64,13
1390,,,,,,,,,,80.0,,,-77.57,36.64,14
1391,,,,,,,,,,15.0,,,-76.67,36.79,13
1392,,,,,,,,,,15.0,,,-77.811561,39.799589,15
1393,,,,,,,,,,20.0,,,-77.929148,39.849241,15
1394,,,,,,,,,,20.0,,,-74.1,40.28,11
1395,,,,,,,,,,20.0,,,-77.550375,36.53115,13
1396,,,,,,,,,,20.0,,,-77.550375,36.53115,14
1397,,,,,,,,,,20.0,,,-86.1083,41.7311,22
1398,,,,,,,,,,2.0,,,-87.61052,41.327123,17
1399,,,,,,,,,,2.0,,,-89.198015,42.339141,17
1400,,,,,,,,,,1.6,,,-87.752,41.455,17
1401,,,,,,,7.8,,,,,,-83.157,40.622,20
1402,,,,,,,,,,100.0,,,-89.906865,42.432863,17
1403,,,,,,,,,,1.4,,,-87.669,41.849,17
1404,,,,,,,,,,1.0,,,-87.735,41.817,17
1405,,,,,,,,,,4.3,,,-77.860901,39.625172,15
1406,,,,,,,,,,1.9,,,-76.63,39.447,1
1407,,,,,,,,,,60.0,,,-78.509769,36.807131,13
1408,,,,,,,,,,60.0,,,-78.509769,36.807131,14
1409,,,,,,,,,,79.6,,,-75.960905,39.178761,9
1410,,,,,,,,,,3.5,,,-77.018944,38.819244,6
1411,,,,,,,3.5,,,,,,-83.3777,41.1718,22
1412,,,,,,,3.5,,,,,,-85.025545,40.414455,22
1413,,,,,,,3.6,,,,,,-85.654444,40.294347,22
1414,,,,,,,3.5,,,,,,-83.97062,41.12055,22
1415,,,,,,,1161.3,,,,,,-88.284444,41.372222,17
1416,,,,,,,,,,2.0,,,-87.726108,41.108211,17
1417,,,,,,,,,,2.0,,,-88.68876,41.92219,17
1418,,,,,,,,,,2.0,,,-89.88398,42.35681,17
1419,,,,,,,,,,2.0,,,-89.15986,41.54863,17
1420,,,,,,,,,,12.0,,,-79.302,36.591,22
1421,,,,,,,,,,2.0,,,-88.40712,42.2899,17
1422,,,,,,,,,,0.9,,,-77.031405,38.977175,6
1423,,,,,,,,,,1.5,,,-75.235661,39.415336,12
1424,,,,,,,,,,,250.0,,-88.395079,40.661079,17
1425,,,,,,,,,,2.0,,,-87.78887,41.070396,17
1426,,,,,,,,,,2.0,,,-88.920643,42.215163,17
1427,,,,,,,,,,2.0,,,-87.837817,41.207388,17
1428,,,,,,,,,,2.0,,,-87.97498,41.10341,17
1429,,,,,,,,,,13.0,,,-77.17,37.671,13
1430,,,,,,,,,,20.0,,,-77.593,38.672,13
1431,,,,,,,,,,2.0,,,-88.656288,41.758266,17
1432,,,,,,,,,,20.0,,,-78.381,37.5064,13
1433,,,,,,,,,,2.0,,,-88.846141,42.41894,17
1434,,,,,,,,,,80.0,,,-79.347497,37.148199,22
1435,,,,,,,,,,2.3,,,-74.57594,40.55812,7
1436,,,,,,,,,,1.2,,,-74.64512,40.32312,7
1437,,,,,,,,,,1.2,,,-90.179581,42.436665,17
1438,,,,,,,,,,2.0,,,-89.632719,42.339696,17
1439,,,,,,,,,,2.0,,,-90.15885,41.85691,17
1440,,,,,,,,,,20.0,,,-76.775123,37.365615,13
1441,,,,,,,,,,20.0,,,-76.786,38.077,13
1442,,,,,,,,,,1.1,,,-75.24615,39.78736,12
1443,,,,,,,,,,3.0,,,-75.27774,40.73998,2
1444,,,,,,,,,,3.8,,,-90.011235,42.348183,17
1445,,,,,,,,,,20.0,,,-76.35,36.65,13
1446,,,,,,,,,,42.0,,,-79.192804,36.942634,14
1447,,,,,,,3.2,,,,,,-74.63951,40.570448,7
1448,,,,,,,,,,80.0,,,-77.64,35.9,13
1449,,,,,,,10.0,,,,,,-82.965261,41.293294,20
1450,,,,,,,,,,25.0,,,-77.207725,37.665975,13
1451,,,,,,,,,,80.0,,,-76.620452,35.928188,13
1452,,,,,,,,,,2.0,,,-79.387898,39.59535,15
1453,,,,,,,,,,1.4,,,-74.65551,40.3147,7
1454,,,,,,,,,,1.1,,,-74.64994,40.32358,7
1455,,,,,,,,,,2.0,,,-89.843327,41.769376,17
1456,,,,,,,1.1,,,,,,-76.78042,39.1578,1
1457,,,,,,,,,,2.0,,,-89.903444,42.312841,17
1458,,,,,,,,,,2.0,,,-87.826519,41.119258,17
1459,,,,,,,,,,4.5,,,-77.133295,35.160889,13
1460,,,,,,,,,,2.0,,,-88.596711,42.251568,17
1461,,,,,,,,,,2.0,,,-88.491906,42.214828,17
1462,,,,,,,,,,2.0,,,-87.869294,41.097265,17
1463,,,,,,,,,,4.0,,,-77.75,36.06,13
1464,,,,,,,,,,21.3,,,-74.238,39.984,11
1465,,,,,,,,,,2.0,,,-87.666461,41.19128,17
1466,,,,,,,,,,2.0,,,-88.043725,41.471715,17
1467,,,,,,,,,,2.0,,,-88.478372,41.954902,17
1468,,,,,,,,,,2.0,,,-89.80797,42.37195,17
1469,,,,,,,,,,1.0,,,-76.743011,39.189589,1
1470,,,,,,,,,,3.9,,,-74.84089,40.08556,7
1471,,,,,,,,,,5.0,,,-78.921771,36.486008,14
1472,,,,,,,,,,1.0,,,-89.670331,41.767012,17
1473,,,,,,,,,,1.7,,,-76.97592,38.84683,6
1474,,,,,,,,,,2.0,,,-74.45646,40.55879,7
1475,,,,,,,,,,5.0,,,-76.60357,36.30161,13
1476,,,,,,,,,,2.4,,,-74.9353,40.04936,7
1477,,,,,,,,,,2.0,,,-88.625,40.91806,17
1478,,,,,,,,,,2.0,,,-89.03686,42.16572,17
1479,,,,,,,,,,1.1,,,-74.48185,40.48071,7
1480,,,,,,,,,,,115.0,,-79.108263,39.366803,15
1481,,,,,,,,,,2.0,,,-88.664448,41.674386,17
1482,,,,,,,,,,2.0,,,-89.433136,42.065653,17
1483,,,,,,,,,,2.0,,,-88.925188,41.805224,17
1484,,,,,,,,,,1.5,,,-76.7,39.16,1
1485,2.5,,,,,,,,,2.0,,,-76.535976,35.637337,13
1486,,,,,,,,,,20.0,,,-76.144486,36.30786,13
1487,,,,,,,,,,200.0,,,-85.045087,40.046244,22
1488,,,,,,,,,,1.3,,,-76.923695,38.77897,6
1489,,,,,,,,,,1.4,,,-76.803146,38.831624,6
1490,,,,,,,,,,2.0,,,-76.85446,39.47653,1
1491,,,,,,,,,,2.0,,,-77.70058,39.66448,15
1492,,,,,,,,,,1.9,,,-88.11549,41.6721,17
1493,,,,,,,,,,1.8,,,-89.074384,42.206076,17
1494,,,,,,,,,,196.0,,,-83.328428,39.855658,20
1495,,,,,,,,,,1.9,,,-76.92965,39.32015,1
1496,,,,,,,,,,1.9,,,-76.92965,39.32015,1
1497,,,,,,,,,,1.5,,,-76.403,39.4167,1
1498,,,,,,,,,,1.0,,,-75.91848,39.69196,9
1499,,,,,,,,,,2.0,,,-78.108,39.68753,15
1500,,,,,,,,,,2.0,,,-76.6972,38.9152,1
1501,,,,,,,,,,5.0,,,-76.64867,36.27585,13
1502,,,,,,,,,,5.0,,,-76.872438,36.021253,13
1503,,,,,,,,,,100.0,,,-76.1887,36.5044,13
1504,,,,,,,,,,2.0,,,-76.714819,38.934666,1
1505,,,,,,,,,,20.0,,,-75.835207,38.613328,9
1506,,,,,,,,,,20.0,,,-78.651901,41.050201,3
1507,,,,,,,,,,20.0,,,-78.179153,40.963184,3
1508,,,,,,,,,,2.0,,,-89.638813,42.452243,17
1509,,,,,,,,,,2.0,,,-88.863709,41.117733,17
1510,,,,,,,,,,2.0,,,-87.594818,41.392408,17
1511,,,,,,,,,,2.0,,,-89.842957,42.379459,17
1512,,,,,,,,,,2.0,,,-89.796287,42.371669,17
1513,,,,,,,,,,2.0,,,-88.8308,41.9506,17
1514,,,,,,,,,,2.0,,,-87.7876,41.49563,17
1515,,,,,,,,,,2.0,,,-88.65309,41.69398,17
1516,,,,,,,,,,2.0,,,-87.594633,41.392408,17
1517,,,,,,,,,,1.5,,,-76.574153,38.783572,1
1518,,,,,,,,,,20.0,,,-79.709472,36.687071,22
1519,,,,,,,,,,274.0,,,-83.065575,39.502511,22
1520,,,,,,,,,,50.0,,,-84.567965,37.592994,21
1521,,,,,,,,,,100.0,,,-83.796107,39.07183,22
1522,,,,,,,,,,2.0,,,-88.21848,41.25559,17
1523,,,,,,,22.0,,,,,,-80.233,40.495,10
1524,,,,,,,,,,3.0,,,-80.253073,40.481959,10
1525,,,,,,,,,,2.0,,,-89.496181,42.063506,17
1526,,,,,,,,,,1.1,,,-88.031041,42.09972,17
1527,,,,,,,,,,1.5,,,-87.789421,41.753932,17
1528,,,,,,,,,,0.9,,,-88.272411,41.381481,17
1529,,,,,,,,,,2.0,,,-88.30134,41.19504,17
1530,,,,,,,,,,2.0,,,-89.598098,42.307119,17
1531,,,,,,,,,,2.0,,,-89.804732,41.721815,17
1532,,,,,,,,,,2.0,,,-89.836971,42.356266,17
1533,,,,,,,,,6.0,,,,-75.316396,40.203333,5
1534,,,,,,,,,,1.9,,,-87.856212,41.916874,17
1535,,,,,,,,,,2.0,,,-88.63587,42.25974,17
1536,,,,,,,,,,14.0,,,-76.606956,38.006741,13
1537,,,,,,,,,,20.0,,,-77.26358,37.52364,13
1538,,,,,,,,,,2.0,,,-84.659757,39.03131,19
1539,20.0,,,,,,,,,,,,-77.7,37.5,13
1540,,,,,,,,,,20.0,,,-76.823316,39.901749,2
1541,,,,,,,,,,20.0,,,-76.770965,39.93727,2
1542,,,,,,,,,,20.0,,,-77.3785,40.5608,4
1543,,,,,,,,,,20.0,,,-76.90506,40.792458,4
1544,,,,,,,,,,20.0,,,-76.783835,39.925412,2
1545,,,,,,,,,,2.9,,,-74.35037,40.06451,11
1546,,,,,,,,,,1.6,,,-74.62377,40.93207,11
1547,,,,,,,,,,2.0,,,-76.688773,38.904641,1
1548,,,,,,,,,,0.8,,,-76.95561,38.89829,6
1549,,,,,,,,,,11.5,,,-77.952873,38.017664,13
1550,,,,,,,,,,1.2,,,-74.10803,40.72762,7
1551,,,,,,,,,,1.2,,,-77.00205,38.82568,6
1552,,,,,,,2.0,,,,,,-74.134837,40.397872,11
1553,,,,,,,2.0,,,,,,-74.428245,40.845086,11
1554,,,,,,,,,,20.0,,,-80.313399,40.511559,10
1555,,,,,,,,,,80.0,,,-84.0174,38.9255,19
1556,,,,,,,,,,31.4,,,-78.677069,38.613601,13
1557,,,,,,,,,,20.0,,,-76.578558,36.692197,13
1558,,,,,,,,,,20.0,,,-78.885955,36.681547,22
1559,,,,,,,,,,18.6,,,-77.862016,37.919497,13
1560,,,,,,,,,,118.0,,,-77.12265,37.020784,13
1561,,,,,,,,,,13.5,,,-84.187,40.544,18
1562,,,,,,,,,,1.5,,,-74.120486,40.731966,7
1563,,,,,,,,,,6.0,,,-76.8526,39.59902,1
1564,,,,,,,,,,1.5,,,-74.04182,40.77957,7
1565,,,,,,,,,,49.9,,,-82.96285,39.41473,22
1566,,,,,,,,,,50.0,,,-75.7535,39.395187,9
1567,,,,,,,,,,70.0,,,-79.0286,36.55467,22
1568,,,,,,,,,,51.0,,,-78.83961,36.798717,14
1569,,,,,,,,,,20.0,,,-81.049858,36.964279,22
1570,,,,,,,,,,1.8,,,-85.558116,40.478689,22
1571,,,,,,,,,,120.0,,,-79.32,36.89,14
1572,,,,,,,,,,19.9,,,-76.76,37.35,13
1573,,,,,,,,,,150.0,,,-77.08,37.26,13
1574,,,,,,,,,,70.0,,,-76.1647,36.7,13
1575,,,,,,,,,,1.5,,,-76.68808,39.225752,1
1576,,,,,,,,,,2.5,,,-74.888716,39.975579,7
1577,,,,,,,,,,100.0,,,-78.645972,40.350219,3
1578,,,,,,,,,,2.0,,,-79.32824,39.608072,15
1579,,,,,,,,,,2.0,,,-76.699164,38.927431,1
1580,,,,,,,,,,19.8,,,-74.699,40.881,11
1581,,,,,,,,,,2.0,,,-76.789482,38.799594,6
1582,,,,,,,,,,2.0,,,-76.683089,38.838642,1
1583,,,,,,,,,,2.0,,,-77.161771,39.562305,15
1584,,,,,,,,,,4.0,,,-74.24549,40.60395,7
1585,,,,,,,,,,6.7,,,-75.155,40.619,11
1586,,,,,,,,,,107.0,,,-84.306454,41.672106,20
1587,,,,,,,,,,1.7,,,-85.391432,38.216484,21
1588,,,,,,,,,,1.0,,,-88.16644,41.69963,17
1589,,,,,,,,,,2.3,,,-74.558799,40.54009,7
1590,,,,,,,,,,10.0,,,-74.98355,40.01583,7
1591,,,,,,,,,,3.8,,,-75.11138,39.79271,7
1592,,,,,,,,,,12.0,,,-75.07949,39.96307,7
1593,0.6,,,,,,,,,0.5,,,-74.41746,40.4966,7
1594,,,,,,,,,,2.9,,,-77.726806,36.089369,13
1595,,,,,,,,,,1.8,,,-75.218,39.471,12
1596,10.5,,,,,,,,,,,,-79.384088,36.578864,22
1597,,,,,,,,,,2.0,,,-89.14808,41.541339,17
1598,,,,,,,,,,5.0,,,-78.653997,36.271819,14
1599,,,,,,,,,,2.2,,,-74.56597,40.19247,7
1600,,,,,,,,,,2.0,,,-76.959758,39.119391,1
1601,,,,,,,,,,2.0,,,-77.119864,39.187812,6
1602,,,,,,,,,,1.9,,,-76.837373,39.175364,1
1603,,,,,,,,,,2.1,,,-74.516,39.48,12
1604,,,,,,,,,,1.6,,,-74.627,39.551,12
1605,,,,,,,,,,6.0,,,-74.999234,39.831654,7
1606,,,,,,,,,,2.0,,,-90.131166,41.822595,17
1607,,,,,,,,,,1.0,,,-80.83665,41.27874,20
1608,,,,,,,,,,6.3,,,-74.34379,40.74525,11
1609,,,,,,,,,,2.0,,,-89.08479,42.17606,17
1610,,,,,,,,,,2.0,,,-89.08479,42.17606,17
1611,,,,,,,,,,,87.6,,-78.222305,40.745335,15
1612,,,,,,,,,,2.0,,,-77.874899,39.628867,15
1613,,,,,,,,,,2.0,,,-88.231,41.185,17
1614,,,,,,,,,,2.0,,,-88.4988,42.40028,17
1615,,,,,,,,,,1.5,,,-75.68538,39.18568,9
1616,,,,,,,,,,1.6,,,-89.608809,42.201229,17
1617,,,,,,,,,,2.0,,,-88.771045,41.893409,17
1618,,,,,,,,,,1.6,,,-88.771303,41.894383,17
1619,,,,,,,,,,1.6,,,-89.610992,42.201355,17
1620,,,,,,,,,,150.0,,,-86.464,41.719,22
1621,1.5,,,,,,0.6,,,1.7,,,-77.058,38.99903,6
1622,12.0,,,,,,,,,,,,-83.611231,41.382589,20
1623,20.0,,,,,,,,,,,,-74.76095,40.980781,11
1624,7.0,,,,,,,,,,,,-74.170856,40.1337,11
1625,,,,,,,,,,1.1,,,-76.994006,38.86499,6
1626,,,,,,,,,,1.7,,,-76.9573,38.85034,6
1627,,,,,,,,,,1.7,,,-76.9752,38.84066,6
1628,,,,,,,,,,1.5,,,-87.879523,41.176011,17
1629,,,,,,,,,,2.0,,,-76.959953,39.299137,1
1630,,,,,,,,,,2.0,,,-76.957131,39.300067,1
1631,,,,,,,,,,2.0,,,-76.960961,39.300615,1
1632,,,,,,,,,,3.8,,,-81.581577,41.049604,20
1633,,,,,,,,,,70.0,,,-78.041221,39.923887,15
1634,,,,,,,,,,4.2,,,-83.317748,39.943015,22
1635,,,,,,,,,,20.0,,,-75.785,40.472,2
1636,,,,,,,,,,4.2,,,-75.046925,39.907271,7
1637,,,,,,,,,,2.5,,,-75.010346,39.85853,7
1638,,,,,,,,,,1.9,,,-87.772832,41.424123,17
1639,,,,,,,,,,3.1,,,-75.092539,39.921831,7
1640,,,,,,,,,,55.0,,,-85.71203,36.901441,21
1641,,,,,,,,,,1.1,,,-75.10218,39.95526,7
1642,,,,,,,,,,3.1,,,-83.578654,41.548503,20
1643,,,,,,,,,,2.0,,,-89.36263,42.02005,17
1644,,,,,,,,,,2.0,,,-88.5451,42.06052,17
1645,,,,,,,,,,2.0,,,-89.09937,42.28525,17
1646,,,,,,,,,,4.0,,,-74.563,40.535,7
1647,,,,,,,,,,1.4,,,-76.893549,40.941757,4
1648,,,,,,,,,,5.0,,,-77.95682,37.45383,13
1649,,,,,,,,,,5.0,,,-77.967885,37.481141,13
1650,,,,,,,,,,5.0,,,-77.95977,37.52885,13
1651,,,,,,,,,,1.4,,,-83.557244,41.614879,20
1652,,,,,,,,,,2.0,,,-76.979147,39.30953,1
1653,,,,,,,,,,2.0,,,-76.979146,39.309529,1
1654,,,,,,,,,,180.0,,,-83.468688,40.097108,20
1655,,,,,,,,,,27.5,,,-77.097,38.535,13
1656,,,,,,,,,,49.9,,,-84.274371,41.091714,22
1657,,,,,,,,,,49.9,,,-84.725702,41.092297,22
1658,,,,,,,,,,,4.5,,-83.367,41.466,20
1659,,,,,,,,,,80.0,,,-77.833412,39.263611,15
1660,,,,,,,,,,35.0,,,-78.285361,36.523774,14
1661,,,,,,,,,,5.0,,,-77.885106,36.455422,13
1662,,,,,,,4.5,,,,,,-76.2875,41.814444,3
1663,,,,,,,,,,2.4,,,-74.498739,40.768436,11
1664,,,,,,,,,2.7,,,,-82.708949,41.244288,20
1665,,,,,,,,,10.8,,,,-80.752918,41.168019,20
1666,,,,,,,,,4.4,,,,-75.30352,40.379054,5
1667,,,,,,,,,5.4,,,,-75.827206,40.947494,4
1668,,,,,,,,,2.7,,,,-83.369009,41.4587,20
1669,,,,,,,,,5.4,,,,-75.600602,41.475957,4
1670,,,,,,,,,5.4,,,,-76.171216,40.188351,4
1671,,,,,,,,,2.7,,,,-80.320237,42.003322,3
1672,,,,,,,,,10.8,,,,-75.34042,40.446517,4
1673,,,,,,,,,5.4,,,,-76.178126,40.630683,4
1674,,,,,,,,,5.4,,,,-77.044973,40.911223,4
1675,,,,,,,,,10.8,,,,-81.72744,41.086303,20
1676,,,,,,,,,2.7,,,,-75.289218,40.275214,5
1677,,,,,,,,,10.8,,,,-81.74896,41.03539,20
1678,,,,,,,,,,2.4,,,-75.109,39.886,7
1679,,,,,,,,,,4.2,,,-74.174,41.081,8
1680,1.2,,,,,,,,,0.8,,,-75.711068,38.64022,9
1681,,,,,,,,,,2.0,,,-89.031736,41.207028,17
1682,,,,,,,,,,2.0,,,-89.028765,41.172704,17
1683,,,,,,,,,,1.5,,,-76.550534,39.270749,1
1684,,,,,,,,,,1.5,,,-76.551326,39.270749,1
1685,,,,,,,,,,1.5,,,-76.545994,39.273131,1
1686,,,,,,,,,,1.5,,,-76.544434,39.273278,1
1687,,,,,,,,,,118.0,,,-76.29661,36.685103,13
1688,,,,,,,,,,,108.3,,-89.059804,41.666523,17
1689,,,,,,,,,,80.0,,,-77.197226,39.879553,2
1690,,,,,,,,,,66.0,,,-79.755013,36.667889,22
1691,,,,,,,,,,2.0,,,-76.984541,39.31771,1
1692,,,,,,,,,,2.0,,,-76.978872,39.314718,1
1693,,,,,,,,,,2.0,,,-77.978914,39.31891,15
1694,,,,,,,,,,2.0,,,-76.978872,39.314718,1
1695,,,,,,,,,,2.0,,,-77.980215,39.315392,15
1696,,,,,,,,,,2.0,,,-77.003539,38.821772,6
1697,,,,,,,,,,5.0,,,-76.823601,35.150766,13
1698,,,,,,,,,,1.1,,,-77.2759,41.838,3
1699,,,,,,,,,,4.0,,,-74.236436,39.987519,11
1700,20.0,,,,,,,,,,,,-74.844085,40.526261,11
1701,,,,,,,,,,1.6,,,-76.48349,39.22355,1
1702,,,,,,,,,,3.7,,,-74.130941,40.326056,11
1703,,,,,,,,,,1.5,,,-74.41258,40.857536,11
1704,,,,,,,,,,1.7,,,-74.415765,40.818832,11
1705,,,,,,,,,,4.0,,,-74.698006,39.893694,7
1706,,,,,,,,,,4.0,,,-74.694978,39.892036,11
1707,,,,,,,,,,1.5,,,-74.54496,40.550482,7
1708,,,,,,,,,,1.2,,,-76.91249,38.862089,6
1709,,,,,,,,,,64.7,,,-78.938199,36.839909,14
1710,,,,,,,,,,2.0,,,-74.284,40.446,11
1711,,,,,,,,,,2.0,,,-77.4164,39.5463,15
1712,,,,,,,,,,1.3,,,-74.473859,40.545856,7
1713,,,,,,,,,,18.9,,,-79.948839,39.707825,15
1714,,,,,,,,,,1.2,,,-74.808955,39.657218,12
1715,,,,,,,,,,17.1,,,-80.45815,40.61655,10
1716,,,,,,,,,,17.1,,,-80.471,40.61575,10
1717,,,,,,,,,,3.0,,,-74.559144,40.525967,7
1718,,,,,,,,,,3.8,,,-74.494721,40.480841,7
1719,,,,,,,,,,1.2,,,-74.09369,40.90192,7
1720,,,,,,,,,,4.9,,,-76.818828,37.957975,13
1721,,,,,,,,,,2.1,,,-79.469908,36.85345,14
1722,,,,,,,,,,20.0,,,-76.71,36.89,13
1723,,3.2,,,,,,,,,,,-83.40949,41.06571,22
1724,,,,,,,,,,2.6,,,-78.67523,38.745097,13
1725,,,,,,,,,,1.5,,,-74.167,40.662,7
1726,,,,,,,,,,1.0,,,-74.496,40.302,7
1727,,,,,,,,,,1.4,,,-74.196487,40.691644,7
1728,,,,,,,,,,3.0,,,-74.087,40.734,7
1729,,,,,,,,,,2.0,,,-74.13811,40.739381,7
1730,,,,,,,,,,1.4,,,-74.402,40.53,7
1731,,,,,,,,,,2.5,,,-74.387,40.53,7
1732,,,,,,,,,,1.4,,,-74.218,40.565,7
1733,,,,,,,,,,1.5,,,-74.45,40.397,7
1734,,,,,,,,,,4.3,,,-75.606069,38.795634,9
1735,,,,,,,,,,2.0,,,-83.554437,41.060477,22
1736,,,,,,,,,,1.8,,,-74.05,40.15,11
1737,,,,,,,,,,2.5,,,-74.25,40.55,7
1738,,,,,,,,,,3.0,,,-74.16546,40.679815,7
1739,,,,,,,,,,150.0,,,-77.8682,39.9016,15
1740,,,,,,,,,,5.0,,,-76.3888,37.6529,13
1741,,,,,,,,,,4.0,,,-78.6877,37.2259,13
1742,,,,,,,,,,8.2,,,-77.183,39.563,15
1743,,,,,,,,,,120.0,,,-77.774039,36.526492,13
1744,,,,,,,,,,120.0,,,-77.774039,36.526492,14
1745,,,,,,,,,,11.0,,,-85.092,41.343,22
1746,,,,,,,,,,83.0,,,-78.741874,36.875897,13
1747,,,,,,,,,,83.0,,,-78.741874,36.875897,14
1748,,,,,,,,,,17.0,,,-77.010069,36.323266,13
1749,,,,,,,,,,2.5,,,-77.118718,39.193672,6
1750,,,,,,,,,,19.8,,,-78.951,39.598,15
1751,,,,,,,,,,4.9,,,-79.017296,37.553598,22
1752,,,,,,,,,,4.9,,,-78.323,37.8893,13
1753,,,,,,,,,,577.0,,,-83.367069,39.777493,20
1754,,,,,,,,,,1.0,,,-74.173,39.989,11
1755,,,,,,,,,,1.0,,,-84.398,40.39,18
1756,,,,,,,,,,4.2,,,-74.249492,40.025166,11
1757,,,,,,,,,,3.8,,,-76.483169,39.221979,1
1758,,,,,,,,,,1.4,,,-78.213908,39.201562,15
1759,,,,,,,,,,2.6,,,-75.010939,39.682767,12
1760,,,,,,,,,,1.8,,,-75.003409,39.680519,12
1761,,,,,,,,,,1.5,,,-74.472597,40.522282,7
1762,,,,,,,,,,1.2,,,-74.437087,40.479292,7
1763,,,,,,,,,,2.0,,,-76.739094,39.683539,1
1764,,,,,,,,,,2.0,,,-76.9561,39.2028,1
1765,,,,,,,,,,1.5,,,-74.435463,40.528289,7
1766,,,,,,,,,,5.0,,,-79.506486,36.727159,22
1767,,,,,,,,,,5.0,,,-79.506486,36.727159,22
1768,,,,,,,,,,2.0,,,-76.781,39.3273,1
1769,,,,,,,,,,2.0,,,-75.94323,39.70381,9
1770,,,,,,,,,,1.5,,,-76.10953,38.56654,9
1771,,,,,,,,,,1.3,,,-74.467186,40.524806,7
1772,,,,,,,,,,2.0,,,-78.08261,39.70285,15
1773,,,,,,,,,,155.6,,,-76.7358,37.018,13
1774,,,,,,,,,,2.0,,,-75.5431,38.3228,9
1775,,,,,,,,,,1.0,,,-77.311359,39.152794,6
1776,,,,,,,,,,1.3,,,-83.162438,40.946934,22
1777,,,,,,,,,,1.0,,,-74.218,40.13,11
1778,,,,,,,,,,1.0,,,-74.633,40.198,7
1779,,,,,,,,,,1.3,,,-84.58391,39.04441,19
1780,,,,,,,,,,5.6,,,-76.95,38.95,6
1781,,,,,,,,,,2.0,,,-77.118718,39.193589,6
1782,,,,,,,,,,2.9,,,-78.964714,38.100152,13
1783,,,,,,,,,,5.0,,,-78.923431,38.102168,13
1784,,,,,,,,,,3.8,,,-76.763,36.68565,13
1785,,,,,,,,,,5.0,,,-79.396921,37.878085,13
1786,,,,,,,,,,2.0,,,-89.6329,42.3676,17
1787,,,,,,,,,,1.7,,,-87.925,41.207,17
1788,,,,,,,,,,3.2,,,-75.706112,39.648491,9
1789,,,,,,,,,,2.0,,,-77.118697,39.193664,6
1790,,,,,,,,,,2.8,,,-77.00252,38.93526,6
1791,,,,,,,,,,2.6,,,-75.357274,40.581825,4
1792,,,,,,,,,,3.0,,,-77.00252,38.93526,6
1793,,,,,,,,,,2.0,,,-88.733,41.877,17
1794,,,,,,,,,,2.0,,,-88.682,41.674,17
1795,,,,,,,,,,1.5,,,-88.998785,42.461976,17
1796,,,,,,,,,,2.0,,,-90.032,41.793,17
1797,,,,,,,,,,2.0,,,-89.864,41.773,17
1798,,,,,,,,,,1.5,,,-90.110768,41.993718,17
1799,,,,,,,,,,1.8,,,-77.7923,39.6385,15
1800,,,,,,,,,,1.0,,,-74.191,40.684,7
1801,,,,,,,,,,1.0,,,-74.191,40.684,7
1802,,,,,,,,,,1.0,,,-74.191,40.684,7
1803,,,,,,,,,,1.0,,,-74.191,40.684,7
1804,,,,,,,,,,2.0,,,-89.864,41.759,17
1805,,,,,,,,,,2.0,,,-89.867,41.76,17
