,line_ID,FMAX
295,100347,722.3303
296,100348,427.47968
297,100350,722.3303
298,100351,427.47968
299,100352,427.47968
300,100353,722.3303
301,100354,722.3303
302,100355,722.3303
303,100356,722.3303
304,100358,722.3303
305,100359,722.3303
306,100360,722.3303
307,100362,722.3303
308,100363,996.97107
309,100364,722.3303
310,100365,427.47968
311,100366,427.47968
312,100367,427.47968
313,100368,427.47968
314,100369,996.97107
315,100370,722.3303
316,100371,722.3303
317,100374,722.3303
318,100375,722.3303
319,100376,722.3303
320,100377,722.3303
321,100378,996.97107
322,100379,722.3303
323,100380,722.3303
324,100381,427.47968
325,100383,427.47968
326,100384,427.47968
327,100385,427.47968
328,100386,427.47968
329,100387,427.47968
330,100388,722.3303
331,100390,722.3303
332,100391,427.47968
333,100393,722.3303
334,100395,806.57184
335,100396,722.3303
336,100398,806.57184
337,100399,427.47968
338,100400,722.3303
339,100402,722.3303
340,100403,722.3303
341,100404,722.3303
342,100405,722.3303
343,100406,722.3303
344,100407,722.3303
345,100408,996.97107
346,100409,996.97107
347,100410,722.3303
348,100411,427.47968
349,100412,722.3303
350,100413,427.47968
351,100415,722.3303
352,100417,996.97107
353,100418,722.3303
354,100419,806.57184
355,100420,427.47968
356,100421,722.3303
357,100422,722.3303
358,100423,722.3303
359,100424,722.3303
360,100425,722.3303
361,100426,722.3303
362,100427,722.3303
363,100429,722.3303
364,100430,427.47968
365,100431,996.97107
366,100432,722.3303
367,100433,722.3303
368,100434,427.47968
369,100435,722.3303
370,100436,722.3303
371,100438,722.3303
372,100440,806.57184
373,100441,722.3303
374,100443,722.3303
375,100447,427.47968
376,100448,427.47968
377,100449,996.97107
378,100450,722.3303
379,100452,722.3303
380,100453,722.3303
381,100454,722.3303
382,100455,722.3303
383,100456,722.3303
384,100457,722.3303
385,100458,722.3303
386,100459,427.47968
387,100460,996.97107
388,100461,427.47968
389,100462,722.3303
390,100463,996.97107
391,100464,722.3303
392,100465,427.47968
393,100466,722.3303
394,100467,806.57184
395,100468,427.47968
396,100469,996.97107
397,100470,722.3303
398,100471,427.47968
399,100472,722.3303
400,100473,722.3303
401,100474,996.97107
402,100475,722.3303
403,100476,722.3303
404,100479,722.3303
405,100480,996.97107
406,100482,722.3303
407,100483,996.97107
408,100484,427.47968
409,100485,722.3303
410,100486,722.3303
411,100487,427.47968
412,100489,427.47968
413,100491,722.3303
414,100493,722.3303
415,100494,722.3303
416,100495,722.3303
417,100496,427.47968
418,100497,722.3303
419,100498,996.97107
420,100499,722.3303
421,100500,722.3303
422,100501,722.3303
423,100502,722.3303
424,100503,722.3303
425,100504,722.3303
426,100505,722.3303
427,100506,427.47968
428,100508,427.47968
429,100509,427.47968
430,100511,722.3303
431,100513,722.3303
432,100515,806.57184
433,100516,722.3303
434,100517,722.3303
435,100518,427.47968
436,100519,427.47968
437,100520,996.97107
438,100522,427.47968
439,100523,722.3303
440,100524,722.3303
441,100525,722.3303
442,100527,996.97107
443,100528,722.3303
444,100531,722.3303
445,100532,722.3303
446,100533,722.3303
447,100534,427.47968
448,100535,427.47968
449,100536,427.47968
450,100537,427.47968
451,100538,722.3303
452,100539,427.47968
453,100540,722.3303
454,100541,722.3303
455,100542,722.3303
456,100544,996.97107
457,100545,722.3303
458,100546,427.47968
459,100547,722.3303
460,100548,427.47968
461,100550,996.97107
462,100551,722.3303
463,100552,722.3303
464,100555,722.3303
465,100556,722.3303
466,100560,427.47968
467,100562,722.3303
468,100563,722.3303
469,100564,722.3303
470,100565,996.97107
471,100566,427.47968
472,100567,722.3303
473,100568,427.47968
474,100569,722.3303
475,100570,722.3303
476,100571,722.3303
477,100574,722.3303
478,100575,722.3303
479,100576,722.3303
480,100577,806.57184
481,100580,427.47968
482,100582,722.3303
483,100583,722.3303
484,100584,996.97107
485,100585,722.3303
486,100586,722.3303
487,100587,722.3303
488,100588,427.47968
489,100589,722.3303
490,100590,722.3303
491,100591,996.97107
492,100593,722.3303
493,100594,427.47968
494,100595,806.57184
495,100596,806.57184
496,100597,427.47968
497,100598,722.3303
498,100599,427.47968
499,100600,722.3303
500,100601,722.3303
501,100603,722.3303
502,100604,722.3303
503,100605,427.47968
504,100606,806.57184
505,100607,722.3303
506,100608,722.3303
507,100609,427.47968
508,100610,722.3303
509,100611,722.3303
510,100614,427.47968
511,100615,722.3303
512,100616,427.47968
513,100617,722.3303
514,100618,722.3303
515,100619,722.3303
516,100620,722.3303
517,100621,722.3303
518,100622,722.3303
519,100623,722.3303
520,100627,427.47968
521,100628,722.3303
522,100629,996.97107
523,100630,722.3303
524,100631,722.3303
525,100632,722.3303
526,100633,722.3303
527,100634,427.47968
528,100635,722.3303
529,100636,722.3303
530,100637,722.3303
531,100638,722.3303
532,100639,722.3303
533,100640,722.3303
534,100641,996.97107
535,100642,722.3303
536,100643,722.3303
537,100644,427.47968
538,100645,427.47968
539,100646,722.3303
540,100647,722.3303
541,100648,722.3303
542,100649,722.3303
543,100650,427.47968
544,100651,427.47968
545,100652,996.97107
546,100654,722.3303
547,100655,722.3303
548,100656,722.3303
549,100658,806.57184
550,100659,722.3303
551,100660,722.3303
552,100661,996.97107
553,100662,722.3303
554,100663,722.3303
555,100664,996.97107
556,100665,722.3303
557,100666,722.3303
558,100667,427.47968
559,100669,722.3303
560,100670,722.3303
561,100671,722.3303
562,100672,722.3303
563,100676,722.3303
564,100677,722.3303
565,100678,722.3303
566,100679,722.3303
567,100680,427.47968
568,100681,722.3303
569,100683,722.3303
570,100684,427.47968
571,100685,722.3303
572,100686,427.47968
573,100687,427.47968
574,100688,722.3303
575,100689,722.3303
576,100690,427.47968
577,100692,427.47968
578,100693,427.47968
579,100695,722.3303
580,100697,722.3303
581,100700,806.57184
582,100702,722.3303
583,100703,427.47968
584,100704,722.3303
585,100705,722.3303
586,100706,722.3303
587,100707,722.3303
588,100708,722.3303
589,100709,427.47968
590,100711,722.3303
591,100712,722.3303
592,100713,427.47968
593,100714,722.3303
594,100715,722.3303
595,100717,722.3303
596,100719,722.3303
597,100721,722.3303
598,100722,427.47968
599,100723,722.3303
600,100725,722.3303
601,100726,996.97107
602,100728,722.3303
603,100729,722.3303
604,100730,722.3303
605,100731,722.3303
606,100732,722.3303
607,100734,722.3303
608,100735,996.97107
609,100737,722.3303
610,100739,722.3303
611,100741,427.47968
612,100742,806.57184
613,100743,722.3303
614,100744,427.47968
615,100745,427.47968
616,100746,722.3303
617,100747,722.3303
618,100748,427.47968
619,100749,427.47968
620,100750,996.97107
621,100751,996.97107
622,100752,722.3303
623,100753,722.3303
624,100754,722.3303
625,100755,722.3303
626,100757,722.3303
627,100758,722.3303
628,100760,722.3303
629,100762,996.97107
630,100763,722.3303
631,100764,722.3303
632,100765,427.47968
633,100766,427.47968
634,100767,722.3303
635,100768,427.47968
636,100769,427.47968
637,100770,996.97107
638,100771,427.47968
639,100772,722.3303
640,100774,722.3303
641,100775,722.3303
642,100776,722.3303
643,100777,722.3303
644,100778,427.47968
645,100779,427.47968
646,100782,722.3303
647,100784,427.47968
648,100785,722.3303
649,100787,427.47968
650,100788,996.97107
651,100789,806.57184
652,100790,722.3303
653,100791,722.3303
654,100792,722.3303
655,100794,722.3303
656,100795,996.97107
657,100796,722.3303
658,100799,722.3303
659,100801,722.3303
660,100804,722.3303
661,100805,427.47968
662,100806,806.57184
663,100807,722.3303
664,100808,427.47968
665,100810,722.3303
666,100812,427.47968
667,100814,722.3303
668,100815,806.57184
669,100816,427.47968
670,100817,996.97107
671,100818,722.3303
672,100819,427.47968
673,100820,427.47968
674,100821,996.97107
675,100822,722.3303
676,100824,722.3303
677,100826,996.97107
678,100827,722.3303
679,100828,722.3303
680,100830,722.3303
681,100831,722.3303
682,100832,722.3303
683,100835,722.3303
684,100836,996.97107
685,100837,722.3303
686,100838,427.47968
687,100840,996.97107
688,100841,722.3303
689,100842,806.57184
690,100843,427.47968
691,100844,996.97107
692,100845,427.47968
693,100846,427.47968
694,100847,427.47968
695,100848,996.97107
696,100849,722.3303
697,100851,722.3303
698,100852,427.47968
699,100854,722.3303
700,100855,806.57184
701,100856,722.3303
702,100857,722.3303
703,100858,722.3303
704,100859,427.47968
705,100860,722.3303
706,100861,722.3303
707,100862,722.3303
708,100863,427.47968
709,100864,722.3303
710,100866,722.3303
711,100868,996.97107
712,100869,722.3303
713,100870,722.3303
714,100871,722.3303
715,100872,722.3303
716,100873,722.3303
717,100874,722.3303
718,100875,427.47968
719,100877,722.3303
720,100879,722.3303
721,100880,722.3303
722,100881,722.3303
723,100882,722.3303
724,100883,427.47968
725,100885,722.3303
726,100886,722.3303
727,100887,722.3303
728,100888,427.47968
729,100889,722.3303
730,100890,722.3303
731,100891,427.47968
732,100892,722.3303
733,100893,722.3303
734,100894,722.3303
735,100895,722.3303
736,100896,722.3303
737,100897,996.97107
738,100898,427.47968
739,100899,806.57184
740,100900,722.3303
741,100905,722.3303
742,100906,427.47968
743,100907,722.3303
744,100908,427.47968
745,100909,722.3303
746,100910,427.47968
747,100911,722.3303
748,100913,996.97107
749,100914,427.47968
750,100915,722.3303
751,100916,722.3303
752,100917,722.3303
753,100918,722.3303
754,100919,722.3303
755,100920,722.3303
756,100922,722.3303
757,100923,722.3303
758,100924,722.3303
759,100926,722.3303
760,100927,427.47968
761,100929,722.3303
762,100931,722.3303
763,100932,722.3303
764,100933,722.3303
765,100934,722.3303
766,100935,722.3303
767,100937,427.47968
768,100938,996.97107
769,100939,722.3303
770,100940,722.3303
771,100941,996.97107
772,100942,722.3303
773,100943,427.47968
774,100944,722.3303
775,100945,427.47968
776,100946,806.57184
777,100947,722.3303
778,100948,722.3303
779,100949,722.3303
780,100950,806.57184
781,100951,806.57184
782,100952,722.3303
783,100955,722.3303
784,100956,996.97107
785,100957,722.3303
786,100958,722.3303
787,100960,806.57184
788,100961,996.97107
789,100962,722.3303
790,100963,722.3303
791,100965,722.3303
792,100966,722.3303
793,100967,806.57184
794,100969,427.47968
795,100970,722.3303
796,100971,427.47968
797,100972,722.3303
798,100973,996.97107
799,100974,722.3303
800,100975,722.3303
801,100976,806.57184
802,100977,427.47968
803,100978,722.3303
804,100979,722.3303
805,100980,427.47968
806,100981,722.3303
807,100982,996.97107
808,100983,722.3303
809,100984,722.3303
810,100986,722.3303
811,100987,722.3303
812,100988,722.3303
813,100990,722.3303
814,100991,427.47968
815,100992,722.3303
816,100993,996.97107
817,100994,996.97107
818,100995,806.57184
819,100996,722.3303
820,100997,427.47968
821,100998,996.97107
822,100999,722.3303
823,101000,722.3303
824,101001,722.3303
825,101002,722.3303
826,101003,806.57184
827,101004,722.3303
828,101005,722.3303
829,101006,722.3303
830,101007,722.3303
831,101008,722.3303
832,101010,722.3303
833,101012,722.3303
834,101013,722.3303
835,101014,722.3303
836,101015,722.3303
837,101016,722.3303
838,101017,427.47968
839,101018,996.97107
840,101019,722.3303
841,101020,722.3303
842,101021,722.3303
843,101022,722.3303
844,101023,722.3303
845,101024,722.3303
846,101025,722.3303
847,101026,427.47968
848,101027,722.3303
849,101028,722.3303
850,101029,427.47968
851,101031,996.97107
852,101032,427.47968
853,101033,722.3303
854,101035,996.97107
855,101036,722.3303
856,101037,722.3303
857,101039,427.47968
858,101040,996.97107
859,101042,722.3303
860,101043,427.47968
861,101044,722.3303
862,101045,722.3303
863,101047,996.97107
864,101048,722.3303
865,101049,722.3303
866,101050,722.3303
867,101051,996.97107
868,101052,722.3303
869,101055,996.97107
870,101056,427.47968
871,101057,427.47968
872,101059,722.3303
873,101060,722.3303
874,101061,722.3303
875,101063,722.3303
876,101064,722.3303
877,101065,427.47968
878,101066,427.47968
879,101067,722.3303
880,101069,722.3303
881,101070,427.47968
882,101071,722.3303
883,101074,722.3303
884,101075,722.3303
885,101076,722.3303
886,101077,427.47968
887,101079,722.3303
888,101081,722.3303
889,101083,427.47968
890,101084,427.47968
891,101085,722.3303
892,101086,806.57184
893,101087,722.3303
894,101088,427.47968
895,101089,722.3303
896,101090,722.3303
897,101091,722.3303
898,101092,722.3303
899,101093,722.3303
900,101094,722.3303
901,101095,722.3303
902,101096,722.3303
903,101097,427.47968
904,101098,722.3303
905,101099,722.3303
906,101100,722.3303
907,101101,427.47968
908,101104,722.3303
909,101106,722.3303
910,101107,427.47968
911,101108,722.3303
912,101110,722.3303
913,101111,722.3303
914,101112,427.47968
915,101113,722.3303
916,101116,722.3303
917,101117,722.3303
918,101118,427.47968
919,101119,722.3303
920,101121,806.57184
921,101122,806.57184
922,101123,722.3303
923,101124,722.3303
924,101125,722.3303
925,101126,722.3303
926,101127,427.47968
927,101128,996.97107
928,101129,722.3303
929,101130,722.3303
930,101131,722.3303
931,101132,722.3303
932,101133,722.3303
933,101134,996.97107
934,101137,427.47968
935,101138,722.3303
936,101139,722.3303
937,101140,722.3303
938,101142,996.97107
939,101143,722.3303
940,101144,427.47968
941,101145,722.3303
942,101146,427.47968
943,101147,722.3303
944,101148,722.3303
945,101150,996.97107
946,101152,996.97107
947,101153,427.47968
948,101154,722.3303
949,101155,722.3303
950,101156,996.97107
951,101158,722.3303
952,101159,427.47968
953,101160,722.3303
954,101161,722.3303
955,101162,722.3303
956,101163,722.3303
957,101165,427.47968
958,101166,996.97107
959,101167,722.3303
960,101168,722.3303
961,101169,427.47968
962,101170,722.3303
963,101172,722.3303
964,101173,427.47968
965,101174,722.3303
966,101175,722.3303
967,101177,722.3303
968,101178,722.3303
969,101180,722.3303
970,101181,996.97107
971,101182,722.3303
972,101183,722.3303
973,101184,722.3303
974,101185,722.3303
975,101186,427.47968
976,101187,427.47968
977,101188,722.3303
978,101189,722.3303
979,101190,427.47968
980,101191,722.3303
981,101192,996.97107
982,101194,722.3303
983,101195,722.3303
984,101196,427.47968
985,101197,722.3303
986,101198,806.57184
987,101199,722.3303
988,101200,722.3303
989,101201,996.97107
990,101204,722.3303
991,101205,427.47968
992,101206,722.3303
993,101208,722.3303
994,101209,722.3303
995,101210,427.47968
996,101212,722.3303
997,101215,427.47968
998,101216,722.3303
999,101217,427.47968
1000,101218,722.3303
1001,101219,427.47968
1002,101220,722.3303
1003,101221,722.3303
1004,101223,722.3303
1005,101224,722.3303
1006,101225,722.3303
1007,101226,722.3303
1008,101228,722.3303
1009,101229,722.3303
1010,101230,427.47968
1011,101231,427.47968
1012,101232,722.3303
1013,101233,722.3303
1014,101234,722.3303
1015,101235,722.3303
1016,101236,722.3303
1017,101237,722.3303
1018,101238,722.3303
1019,101240,722.3303
1020,101242,427.47968
1021,101243,427.47968
1022,101244,722.3303
1023,101249,722.3303
1024,101250,996.97107
1025,101251,806.57184
1026,101252,427.47968
1027,101253,722.3303
1028,101254,722.3303
1029,101255,427.47968
1030,101256,996.97107
1031,101257,427.47968
1032,101258,722.3303
1033,101259,427.47968
1034,101261,722.3303
1035,101262,427.47968
1036,101264,722.3303
1037,101266,996.97107
1038,101269,427.47968
1039,101270,427.47968
1040,101271,722.3303
1041,101273,722.3303
1042,101275,722.3303
1043,101278,722.3303
1044,101279,722.3303
1045,101280,427.47968
1046,101281,996.97107
1047,101283,722.3303
1048,101285,722.3303
1049,101287,806.57184
1050,101288,806.57184
1051,101289,722.3303
1052,101290,722.3303
1053,101291,996.97107
1054,101292,427.47968
1055,101293,722.3303
1056,101294,427.47968
1057,101295,722.3303
1058,101296,722.3303
1059,101297,722.3303
1060,101299,722.3303
1061,101300,722.3303
1062,101301,722.3303
1063,101302,427.47968
1064,101303,427.47968
1065,101304,722.3303
1066,101305,722.3303
1067,101306,722.3303
1068,101307,427.47968
1069,101308,722.3303
1070,101309,722.3303
1071,101310,427.47968
1072,101311,722.3303
1073,101313,427.47968
1074,101314,722.3303
1075,101316,427.47968
1076,101317,722.3303
1077,101318,722.3303
1078,101320,427.47968
1079,101322,722.3303
1080,101323,722.3303
1081,101325,722.3303
1082,101326,722.3303
1083,101327,722.3303
1084,101331,722.3303
1085,101332,722.3303
1086,101333,722.3303
1087,101334,806.57184
1088,101335,722.3303
1089,101336,722.3303
1090,101337,722.3303
1091,101338,722.3303
1092,101339,722.3303
1093,101340,722.3303
1094,101341,722.3303
1095,101343,996.97107
1096,101344,722.3303
1097,101345,427.47968
1098,101346,722.3303
1099,101347,722.3303
1100,101348,806.57184
1101,101349,722.3303
1102,101350,722.3303
1103,101351,722.3303
1104,101352,427.47968
1105,101353,722.3303
1106,101355,722.3303
1107,101356,722.3303
1108,101357,722.3303
1109,101359,722.3303
1110,101360,722.3303
1111,101361,722.3303
1112,101362,722.3303
1113,101363,722.3303
1114,101364,722.3303
1115,101365,722.3303
1116,101366,722.3303
1117,101367,722.3303
1118,101368,996.97107
1119,101370,996.97107
1120,101371,722.3303
1121,101373,427.47968
1122,101375,427.47968
1123,101376,722.3303
1124,101377,427.47968
1125,101378,722.3303
1126,101379,722.3303
1127,101380,722.3303
1128,101381,996.97107
1129,101382,722.3303
1130,101383,722.3303
1131,101384,806.57184
1132,101386,722.3303
1133,101387,722.3303
1134,101388,722.3303
1135,101389,806.57184
1136,101390,427.47968
1137,101391,722.3303
1138,101392,722.3303
1139,101393,722.3303
1140,101394,722.3303
1141,101395,722.3303
1142,101396,722.3303
1143,101397,722.3303
1144,101399,996.97107
1145,101400,722.3303
1146,101401,722.3303
1147,101402,722.3303
1148,101403,722.3303
1149,101404,722.3303
1150,101407,722.3303
1151,101408,427.47968
1152,101409,722.3303
1153,101410,722.3303
1154,101411,722.3303
1155,101412,722.3303
1156,101413,722.3303
1157,101414,996.97107
1158,101415,427.47968
1159,101416,722.3303
1160,101418,427.47968
1161,101419,722.3303
1162,101420,806.57184
1163,101423,427.47968
1164,101424,722.3303
1165,101425,722.3303
1166,101426,722.3303
1167,101427,427.47968
1168,101428,722.3303
1169,101429,722.3303
1170,101431,427.47968
1171,101432,722.3303
1172,101433,427.47968
1173,101434,722.3303
1174,101436,722.3303
1175,101439,722.3303
1176,101441,722.3303
1177,101442,722.3303
1178,101444,996.97107
1179,101446,427.47968
1180,101447,427.47968
1181,101448,722.3303
1182,101449,996.97107
1183,101450,722.3303
1184,101453,722.3303
1185,101454,722.3303
1186,101455,722.3303
1187,101456,722.3303
1188,101458,427.47968
1189,101459,722.3303
1190,101463,722.3303
1191,101464,427.47968
1192,101465,722.3303
1193,101466,722.3303
1194,101467,722.3303
1195,101468,427.47968
1196,101469,722.3303
1197,101470,722.3303
1198,101471,722.3303
1199,101472,722.3303
1200,101473,427.47968
1201,101474,722.3303
1202,101475,996.97107
1203,101477,722.3303
1204,101478,722.3303
1205,101479,722.3303
1206,101480,427.47968
1207,101481,722.3303
1208,101482,722.3303
1209,101484,427.47968
1210,101485,427.47968
1211,101486,427.47968
1212,101487,996.97107
1213,101488,722.3303
1214,101489,722.3303
1215,101490,722.3303
1216,101492,427.47968
1217,101494,722.3303
1218,101495,722.3303
1219,101496,722.3303
1220,101497,427.47968
1221,101498,722.3303
1222,101499,427.47968
1223,101500,722.3303
1224,101501,722.3303
1225,101502,722.3303
1226,101504,722.3303
1227,101506,722.3303
1228,101507,722.3303
1229,101508,722.3303
1230,101509,722.3303
1231,101510,722.3303
1232,101511,427.47968
1233,101512,722.3303
1234,101513,722.3303
1235,101514,722.3303
1236,101515,722.3303
1237,101516,427.47968
1238,101517,722.3303
1239,101518,722.3303
1240,101521,427.47968
1241,101522,722.3303
1242,101523,722.3303
1243,101524,427.47968
1244,101525,722.3303
1245,101526,722.3303
1246,101527,722.3303
1247,101529,722.3303
1248,101530,722.3303
1249,101531,722.3303
1250,101532,722.3303
1251,101534,722.3303
1252,101536,722.3303
1253,101537,996.97107
1254,101538,722.3303
1255,101539,722.3303
1256,101540,427.47968
1257,101541,722.3303
1258,101542,722.3303
1259,101543,996.97107
1260,101544,427.47968
1261,101545,427.47968
1262,101546,722.3303
1263,101547,722.3303
1264,101548,722.3303
1265,101549,722.3303
1266,101552,722.3303
1267,101553,427.47968
1268,101554,722.3303
1269,101555,722.3303
1270,101556,427.47968
1271,101557,722.3303
1272,101558,722.3303
1273,101559,722.3303
1274,101560,427.47968
1275,101561,722.3303
1276,101562,722.3303
1277,101563,722.3303
1278,101564,996.97107
1279,101565,806.57184
1280,101566,722.3303
1281,101569,427.47968
1282,101570,722.3303
1283,101573,427.47968
1284,101574,427.47968
1285,101575,722.3303
1286,101576,722.3303
1287,101577,722.3303
1288,101578,427.47968
1289,101579,427.47968
1290,101581,722.3303
1291,101582,427.47968
1292,101583,722.3303
1293,101584,722.3303
1294,101587,722.3303
1295,101588,722.3303
1296,101589,722.3303
1297,101590,427.47968
1298,101591,722.3303
1299,101593,722.3303
1300,101594,722.3303
1301,101595,722.3303
1302,101596,722.3303
1303,101597,722.3303
1304,101598,427.47968
1305,101599,722.3303
1306,101600,427.47968
1307,101601,427.47968
1308,101602,996.97107
1309,101603,722.3303
1310,101604,722.3303
1311,101605,427.47968
1312,101606,996.97107
1313,101607,996.97107
1314,101609,722.3303
1315,101611,427.47968
1316,101612,996.97107
1317,101613,722.3303
1318,101614,722.3303
1319,101615,722.3303
1320,101616,722.3303
1321,101617,722.3303
1322,101619,722.3303
1323,101620,996.97107
1324,101621,722.3303
1325,101622,722.3303
1326,101623,722.3303
1327,101624,427.47968
1328,101625,427.47968
1329,101626,427.47968
1330,101627,722.3303
1331,101628,722.3303
1332,101629,722.3303
1333,101630,722.3303
1334,101631,996.97107
1335,101633,996.97107
1336,101634,722.3303
1337,101635,722.3303
1338,101636,722.3303
1339,101637,722.3303
1340,101638,996.97107
1341,101639,722.3303
1342,101640,722.3303
1343,101641,722.3303
1344,101688,427.47968
1345,101689,722.3303
1346,101692,427.47968
1347,101699,722.3303
1348,101700,722.3303
1349,101701,427.47968
1350,101702,722.3303
1351,101703,722.3303
1352,101704,996.97107
1353,101707,722.3303
1354,101708,722.3303
1355,101709,427.47968
1356,101710,722.3303
1357,101711,722.3303
1358,101712,722.3303
1359,101713,722.3303
